coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date,liquidity_score,price_change_ratio,volume_to_price,is_stable_coin
Dent,DENT,0.002351313514,0.023,0.017,0.008,18982568.0,223840664.0,2022-03-16,0.08480392999549001,7.230001400825531,8073176072.427405,0
Tether Gold,XAUT,1950.12,0.003,-0.002,-0.044,3689853.0,480346972.0,2022-03-16,0.007681641011780959,-1.0255779131540624e-06,1892.1158697926282,0
Request,REQ,0.219206,-0.002,0.006,0.093,11689099.0,169969973.0,2022-03-17,0.06877155296129864,0.027371513553461128,53324721.95104148,0
Raydium,RAY,2.51,0.013,0.0559999999999999,0.035,33025947.0,227133027.0,2022-03-16,0.14540354362467947,0.022310756972111514,13157747.808764942,0
Astroport,ASTRO,2.02,0.034,-0.001,0.396,5991169.0,249658255.0,2022-03-16,0.02399748007531335,-0.0004950495049504951,2965925.2475247523,0
Electroneum,ETN,0.005214209583,0.006,0.025,-0.05,189537.0,93414016.0,2022-03-17,0.0020289995882416616,4.794590551463071,36350092.37410624,0
Bitcoin,BTC,40851.38,0.001,0.0,-0.027,20476118020.0,776077432316.0,2022-03-17,0.026384117315323013,0.0,501234.4263523044,0
Fei USD,FEI,1.0,0.001,0.0,0.003,10254055.0,557210659.0,2022-03-16,0.018402474601621,0.0,10254055.0,0
GuildFi,GF,1.58,0.001,0.031,0.019,4047040.0,68575496.0,2022-03-17,0.05901583271085637,0.019620253164556962,2561417.7215189873,0
MX Token,MX,1.87,-0.001,0.006,-0.005,374184.0,186909022.0,2022-03-17,0.0020019579365195116,0.0032085561497326204,200098.39572192513,0
Kyber Network Crystal,KNC,3.06,0.025,0.008,0.002,40287449.0,313785580.0,2022-03-16,0.1283916520319385,0.00261437908496732,13165833.006535947,0
VeChain,VET,0.047848054559,0.0279999999999999,0.033,0.0279999999999999,283498801.0,3172681612.0,2022-03-16,0.08935620893307589,0.6896832129153484,5924980725.191787,0
Tomb,TOMB,1.19,-0.004,0.015,-0.1009999999999999,10836099.0,305642692.0,2022-03-17,0.03545348632121065,0.012605042016806723,9105965.546218488,0
Holo,HOT,0.00414796568,0.027,0.027,0.0279999999999999,63199499.0,734353201.0,2022-03-16,0.08606144688133524,6.50921489784361,15236263719.520456,0
Amp,AMP,0.025125131288,-0.002,0.005,-0.033,6754386.0,1207186380.0,2022-03-17,0.005595147619210217,0.19900393525060095,268829878.8403131,0
ECOMI,OMI,0.003406821495,0.019,0.027,-0.2189999999999999,3444049.0,1976983567.0,2022-03-16,0.0017420726492057888,7.925275814898543,1010927342.4083524,0
Seedify.fund,SFUND,4.33,0.016,0.033,-0.161,3442729.0,102337446.0,2022-03-16,0.03364095093793918,0.007621247113163972,795087.5288683602,0
Celo Dollar,CUSD,0.999208,0.003,0.005,0.001,770929.0,82951206.0,2022-03-16,0.009293764818802031,0.005003963138805935,771540.059727304,0
Alchemix USD,ALUSD,0.998794,-0.0,0.0,0.001,142769.0,208931720.0,2022-03-17,0.0006833285055998199,0.0,142941.3873130996,0
ARPA Chain,ARPA,0.069003373522,-0.0,0.008,-0.037,13633759.0,67762845.0,2022-03-17,0.20119814922174534,0.1159363606686476,197581050.08667752,0
TRON,TRX,0.060751875857,0.011,0.005,0.003,608305288.0,6139215131.0,2022-03-16,0.09908518841901454,0.08230198540320276,10012946586.73341,0
Handshake,HNS,0.156275,0.019,-0.054,-0.108,197146.0,73747459.0,2022-03-16,0.0026732582067675037,-0.3455447128459446,1261532.5547912335,0
Monero,XMR,187.35,0.003,-0.01,-0.0069999999999999,162222710.0,3388734398.0,2022-03-17,0.047871178719625346,-5.337603416066187e-05,865880.4910595143,0
Uniswap,UNI,9.22,0.002,0.02,0.003,158548328.0,4212948930.0,2022-03-17,0.0376335746372316,0.0021691973969631237,17196131.019522775,0
WAX,WAXP,0.276858,0.001,0.01,-0.04,20480550.0,626238810.0,2022-03-17,0.03270405741860681,0.03611959921692709,73974925.77422361,0
Kyber Network Crystal,KNC,3.01,0.01,-0.018,-0.043,19917604.0,308453415.0,2022-03-17,0.06457248657791648,-0.005980066445182724,6617144.186046512,0
cUNI,CUNI,0.186789,0.002,0.02,0.013,818771.0,91378796.0,2022-03-17,0.008960185905710554,0.10707268629309007,4383400.521443982,0
Bezoge Earth,BEZOGE,3.051e-09,0.012,-0.005,-0.0409999999999999,189402.0,132913608.0,2022-03-16,0.0014250008170720938,-1638806.948541462,62078662733529.99,0
